# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
128.207402,-0.0100,-0.0368,-0.0081,0.04
128.220938,-0.0270,-0.0000,-0.0197,0.03
128.225873,-0.0153,0.0303,0.0158,0.04
128.236597,-0.0252,0.0582,0.0292,0.07
128.246075,-0.0369,0.0708,-0.0074,0.08
128.254897,-0.0064,0.0621,-0.0176,0.06
128.277321,0.0283,0.0729,0.0130,0.08
128.277500,0.0123,0.0776,-0.0338,0.09
128.283788,0.0285,0.0571,-0.0937,0.11
128.293287,0.0664,0.0245,-0.0775,0.10
128.305677,0.0683,-0.0044,-0.0541,0.09
128.315255,0.0357,-0.0268,-0.0524,0.07
128.325464,0.0125,-0.0434,-0.0317,0.06
128.338843,-0.0162,-0.0442,0.0297,0.06
128.352957,-0.0527,-0.0442,0.0874,0.11
128.353109,-0.0761,-0.0456,0.1170,0.15
128.365720,-0.0866,-0.0507,0.0890,0.13
128.391226,-0.0255,-0.0426,0.0266,0.06
128.409692,0.0347,-0.0303,-0.0974,0.11
128.416397,0.0372,0.0012,-0.0576,0.07
128.426326,0.0421,0.0137,-0.0055,0.04
128.436299,0.0125,0.0403,-0.0201,0.05
128.454050,-0.0295,0.0973,0.0005,0.10
128.454899,-0.0254,0.1246,0.0656,0.14
128.479988,-0.0126,0.0926,0.0547,0.11
128.480190,-0.0091,0.0558,-0.0292,0.06
128.493063,0.0172,0.0349,-0.0931,0.10
128.493170,0.0665,0.0147,-0.1104,0.13
128.503797,0.0795,-0.0073,-0.1031,0.13
128.513397,0.0559,-0.0296,-0.0831,0.10
128.523399,0.0420,-0.0355,-0.0482,0.07
128.536449,0.0042,-0.0081,0.0100,0.01
128.549798,-0.0580,-0.0129,0.0947,0.11
128.565566,-0.0799,-0.0557,0.1383,0.17
128.577316,-0.1086,-0.0315,0.0828,0.14
128.587897,-0.0687,-0.0354,0.0534,0.09
128.599507,0.0015,-0.0553,-0.0074,0.06
128.599598,0.0121,-0.0300,-0.0947,0.10
128.613395,0.0220,0.0212,-0.1096,0.11
128.624632,0.0647,0.0341,-0.0632,0.10
128.637975,0.0554,0.0349,-0.0186,0.07
128.638195,0.0054,0.0477,0.0068,0.05
128.649937,-0.0048,0.0445,0.0298,0.05
128.663109,0.0110,0.0215,0.0430,0.05
128.674394,0.0009,0.0106,0.0367,0.04
128.674532,-0.0148,-0.0071,-0.0088,0.02
128.688031,0.0066,-0.0100,-0.0611,0.06
128.701296,0.0283,0.0144,-0.0695,0.08
128.712291,-0.0023,-0.0002,-0.0514,0.05
128.712479,0.0019,-0.0298,-0.0071,0.03
128.725138,0.0093,-0.0156,0.0374,0.04
128.737063,-0.0555,0.0006,0.0384,0.07
128.749930,-0.0664,-0.0214,0.0520,0.09
128.761481,-0.0181,-0.0294,0.0198,0.04
128.772191,-0.0392,-0.0202,-0.0187,0.05
128.785537,0.0525,-0.0224,-0.0028,0.06
128.799764,0.0504,0.0112,-0.0235,0.06
128.799967,-0.0518,0.0508,-0.0658,0.10
128.815148,0.0086,0.0581,-0.0283,0.07
128.830845,0.0645,0.0676,0.0269,0.10
128.831030,-0.0473,0.0746,0.0152,0.09
128.840875,-0.0371,0.0460,0.0097,0.06
128.849704,0.0619,0.0349,0.0065,0.07
128.859487,-0.0262,0.0346,-0.0613,0.08
128.871866,-0.0162,-0.0070,-0.0770,0.08
128.885601,0.1332,-0.0570,-0.0320,0.15
128.885774,0.0591,-0.0538,-0.0482,0.09
128.902332,-0.0342,-0.0283,-0.0269,0.05
128.902558,0.0484,-0.0387,0.0627,0.09
128.913462,-0.0274,-0.0350,0.0650,0.08
128.925061,-0.1510,-0.0016,0.0569,0.16
128.937109,-0.0513,-0.0176,0.1159,0.13
128.948653,-0.0177,-0.0495,0.0980,0.11
128.962158,-0.1054,-0.0428,0.0238,0.12
128.962396,-0.0144,-0.0436,-0.0081,0.05
128.976064,0.0807,-0.0296,-0.0465,0.10
128.988089,0.0131,0.0092,-0.1028,0.10
128.999250,0.1423,0.0554,-0.0155,0.15
129.010659,0.0107,0.0957,-0.0208,0.10
129.027709,-0.0289,0.0941,0.0107,0.10
129.028057,0.0552,0.0608,0.0529,0.10
129.042017,-0.0184,0.0428,0.0066,0.05
129.053916,-0.0470,0.0218,-0.0338,0.06
129.063227,0.0906,-0.0134,-0.0315,0.10
129.073814,0.0706,-0.0330,-0.0787,0.11
129.073927,-0.0027,-0.0305,-0.0989,0.10
129.085649,0.0670,-0.0229,-0.0258,0.08
129.099417,0.0252,-0.0108,0.0141,0.03
129.113296,-0.0881,-0.0133,0.0435,0.10
129.113382,-0.0300,-0.0396,0.1234,0.13
129.124100,-0.0260,-0.0623,0.1218,0.14
129.136902,-0.1060,-0.0570,0.0576,0.13
129.147432,-0.0206,-0.0520,0.0400,0.07
129.160150,0.0384,-0.0473,-0.0132,0.06
129.174870,0.0333,0.0570,-0.0456,0.08
129.187294,0.0697,0.0660,-0.0270,0.10
129.187448,-0.0063,0.0869,-0.0192,0.09
129.198839,0.0117,0.0983,0.0238,0.10
129.210372,0.0254,0.0623,0.0127,0.07
129.221732,-0.0167,0.0494,-0.0202,0.06
129.234638,0.0374,0.0216,-0.0235,0.05
129.247260,0.0858,-0.0422,-0.0503,0.11
129.247501,0.0570,-0.0324,-0.0738,0.10
129.261939,0.0450,-0.0117,-0.0666,0.08
129.272648,0.0283,-0.0249,-0.0257,0.05
129.282919,-0.0164,-0.0074,0.0590,0.06
129.283123,-0.0608,-0.0197,0.1126,0.13
129.295765,-0.0794,-0.0498,0.1329,0.16
129.310596,-0.0706,-0.0392,0.1383,0.16
129.321716,-0.0704,-0.0687,0.0759,0.12
129.321906,-0.0267,-0.0737,0.0191,0.08
129.334226,0.0253,-0.0274,-0.0262,0.05
129.345094,0.0210,-0.0197,-0.0833,0.09
129.358913,0.0708,0.0073,-0.0390,0.08
129.376281,-0.0060,0.0453,-0.0091,0.05
129.385286,-0.0043,0.0887,0.0379,0.10
129.400864,-0.0034,0.0802,0.0629,0.10
129.400993,-0.0588,0.0211,0.0347,0.07
129.408347,0.0052,0.0383,0.0450,0.06
129.419059,0.0032,0.0198,-0.0382,0.04
129.428161,-0.0198,-0.0034,-0.0962,0.10
129.436596,0.0781,0.0216,-0.0411,0.09
129.446493,0.0285,-0.0218,-0.0646,0.07
129.459372,-0.0221,-0.0174,-0.0266,0.04
129.472718,0.0293,0.0080,0.0623,0.07
129.472822,-0.0503,-0.0531,0.0519,0.09
129.486072,-0.0674,-0.0385,0.1025,0.13
129.498001,-0.0312,-0.0260,0.0957,0.10
129.509401,-0.0910,-0.0478,0.0071,0.10
129.520594,-0.0250,0.0044,0.0308,0.04
129.531956,-0.0020,-0.0228,-0.0698,0.07
129.547809,0.0564,0.0659,-0.0288,0.09
129.560765,0.0331,0.0401,-0.0643,0.08
129.560929,0.0194,0.0409,-0.0204,0.05
129.571177,0.0392,0.0760,0.0377,0.09
129.582597,-0.0370,0.0244,-0.0191,0.05
129.596432,0.0042,0.0613,0.0320,0.07
129.596908,0.0225,0.0552,0.0007,0.06
129.610058,-0.0360,-0.0095,-0.0821,0.09
129.623105,0.0489,0.0291,-0.0219,0.06
129.632760,0.0249,0.0060,-0.0497,0.06
129.642562,-0.0308,-0.0203,-0.0437,0.06
129.655670,0.0525,-0.0118,0.0355,0.06
129.655881,-0.0167,-0.0590,0.0052,0.06
129.669544,-0.0760,-0.0299,0.0619,0.10
129.682971,-0.0374,-0.0229,0.1030,0.11
129.683094,-0.0957,-0.0773,0.0289,0.13
129.695433,-0.0675,-0.0380,0.0556,0.10
129.707277,-0.0218,-0.0373,0.0214,0.05
129.717738,-0.0289,-0.0468,-0.0431,0.07
129.731734,0.0260,0.0122,-0.0171,0.03
129.731969,0.0226,-0.0039,-0.0669,0.07
129.746561,0.0152,0.0011,-0.0410,0.04
129.758938,0.0351,0.0242,0.0168,0.05
129.769529,-0.0181,0.0146,0.0148,0.03
129.781023,-0.0175,0.0193,0.0235,0.04
129.792830,-0.0604,0.0075,0.0018,0.06
129.804803,-0.0309,0.0231,0.0105,0.04
129.821299,-0.0158,0.0101,-0.0346,0.04
129.831474,0.0385,0.0100,-0.0237,0.05
129.841620,0.0141,-0.0129,-0.0376,0.04
129.852831,0.0063,-0.0117,-0.0404,0.04
129.865437,0.0290,-0.0062,-0.0034,0.03
129.880884,-0.0047,-0.0195,0.0301,0.04
129.892843,-0.0045,-0.0097,0.0481,0.05
129.893017,-0.0509,0.0038,0.0201,0.05
129.903343,-0.0276,0.0014,0.0280,0.04
129.915432,-0.0096,-0.0007,0.0153,0.02
129.926053,-0.0167,-0.0176,-0.0452,0.05
129.939377,0.0411,-0.0132,-0.0421,0.06
129.952030,0.0176,0.0009,-0.0499,0.05
129.963487,0.0515,0.0228,0.0259,0.06
129.977561,-0.0019,0.0138,0.0118,0.02
129.977840,-0.0125,0.0004,0.0140,0.02
129.991414,0.0166,0.0281,0.0654,0.07
130.001246,-0.0583,-0.0130,-0.0032,0.06
130.012822,-0.0192,-0.0257,0.0085,0.03
130.025344,0.0086,-0.0129,0.0026,0.02
130.025455,-0.0499,-0.0560,-0.0697,0.10
130.039531,0.0386,-0.0140,0.0131,0.04
130.049874,0.0254,-0.0110,-0.0045,0.03
130.061573,-0.0325,-0.0440,-0.0307,0.06
130.074956,0.0349,0.0196,0.0741,0.08
130.075147,-0.0461,-0.0102,0.0172,0.05
130.087126,-0.0518,-0.0102,0.0434,0.07
130.098441,0.0174,0.0130,0.0787,0.08
130.111207,-0.0447,-0.0531,-0.0415,0.08
130.111385,0.0065,0.0138,-0.0046,0.02
130.123129,0.0240,0.0319,-0.0262,0.05
130.139350,-0.0023,-0.0346,-0.0680,0.08
130.152002,0.0129,-0.0220,-0.0313,0.04
130.163036,0.0065,-0.0189,0.0123,0.02
130.172400,0.0438,0.0246,0.0700,0.09
130.183213,-0.0180,-0.0473,-0.0113,0.05
130.196378,0.0058,0.0007,0.0597,0.06
130.196564,0.0014,0.0147,0.0270,0.03
130.208702,-0.0251,-0.0097,-0.0060,0.03
130.222559,0.0252,0.0314,0.0486,0.06
130.233608,0.0063,-0.0174,-0.0407,0.04
130.233825,0.0137,-0.0051,-0.0217,0.03
130.246672,0.0403,0.0152,-0.0001,0.04
130.258186,0.0159,-0.0324,-0.0229,0.04
130.271481,0.0491,-0.0101,0.0414,0.06
130.284306,0.0149,-0.0073,0.0176,0.02
130.284639,0.0026,0.0050,0.0265,0.03
130.296228,0.0226,0.0349,0.0575,0.07
130.307184,-0.0282,-0.0015,-0.0112,0.03
130.319954,-0.0144,0.0063,-0.0109,0.02
130.334083,-0.0288,-0.0200,-0.0385,0.05
130.338533,0.0271,0.0056,0.0160,0.03
130.349464,-0.0074,-0.0227,-0.0446,0.05
130.359439,0.0091,0.0107,-0.0063,0.02
130.367943,0.0171,0.0380,0.0391,0.06
130.376853,-0.0371,0.0075,0.0015,0.04
130.385467,-0.0111,0.0579,0.0467,0.08
130.395275,-0.0340,0.0269,-0.0203,0.05
130.405234,-0.0299,0.0356,-0.0204,0.05
130.413801,0.0109,0.0651,-0.0048,0.07
130.427452,-0.0260,0.0009,-0.0857,0.09
130.433686,0.0225,0.0400,-0.0337,0.06
130.444163,0.0232,0.0179,-0.0471,0.06
130.453919,0.0127,0.0018,-0.0185,0.02
130.462050,0.0327,0.0195,0.0302,0.05
130.471459,0.0023,-0.0285,-0.0172,0.03
130.487549,0.0052,-0.0053,0.0253,0.03
130.502374,-0.0189,-0.0493,0.0190,0.06
130.509997,-0.0107,-0.0315,0.0215,0.04
130.519122,-0.0201,-0.0408,-0.0228,0.05
130.528643,0.0214,-0.0292,0.0001,0.04
130.538248,0.0135,-0.0172,-0.0038,0.02
130.554954,0.0087,-0.0360,-0.0332,0.05
130.557523,0.0305,-0.0160,-0.0077,0.04
130.568151,0.0126,-0.0106,-0.0124,0.02
130.578178,0.0185,-0.0101,0.0184,0.03
130.585843,0.0063,0.0040,0.0393,0.04
130.595579,-0.0145,-0.0132,-0.0111,0.02
130.605137,0.0053,0.0267,0.0082,0.03
130.621193,-0.0154,0.0154,-0.0263,0.03
130.623925,0.0036,-0.0114,-0.0424,0.04
130.633943,0.0360,0.0125,-0.0293,0.05
130.643888,-0.0020,-0.0190,-0.0822,0.08
130.652646,0.0424,0.0151,-0.0102,0.05
130.662890,0.0182,-0.0092,-0.0149,0.03
130.676738,-0.0224,-0.0356,-0.0087,0.04
130.690932,0.0055,0.0039,0.0632,0.06
130.703496,-0.0398,-0.0092,0.0614,0.07
130.714565,-0.0455,-0.0116,0.0313,0.06
130.719152,-0.0822,-0.0247,-0.0178,0.09
130.729209,0.0008,0.0345,0.0119,0.04
130.745185,-0.0364,0.0220,-0.0665,0.08
130.748122,0.0029,0.0569,-0.0360,0.07
130.759390,0.0435,0.0986,-0.0202,0.11
130.768461,-0.0195,0.0879,-0.0533,0.10
130.778489,0.0381,0.1080,-0.0002,0.11
130.791166,0.0174,0.0777,-0.0403,0.09
130.806392,0.0030,0.0546,-0.0512,0.07
130.806505,0.0631,0.0674,-0.0159,0.09
130.819002,0.0162,0.0267,-0.0658,0.07
130.828932,0.0362,0.0332,-0.0432,0.07
130.841880,0.0362,0.0168,-0.0241,0.05
130.854857,-0.0302,-0.0297,-0.0545,0.07
130.855001,-0.0288,-0.0208,0.0155,0.04
130.869702,-0.0652,-0.0442,0.0161,0.08
130.880342,-0.0893,-0.0523,0.0521,0.12
130.890784,-0.0346,-0.0425,0.1234,0.14
130.901463,-0.0341,-0.0821,0.0611,0.11
130.915093,-0.0034,-0.0621,0.0218,0.07
130.929841,-0.0301,-0.0695,-0.0317,0.08
130.929986,0.0361,-0.0342,0.0142,0.05
130.941752,-0.0011,-0.0370,-0.0293,0.05
130.952305,-0.0138,-0.0222,-0.0249,0.04
130.964032,0.0148,0.0330,0.0274,0.05
130.975757,-0.0254,-0.0030,0.0029,0.03
130.989218,0.0104,0.0373,0.0528,0.07
130.989514,0.0172,0.0323,0.0214,0.04
131.003357,0.0327,0.0311,-0.0102,0.05
131.014647,0.0770,0.0559,-0.0232,0.10
131.014852,0.0623,0.0098,-0.0932,0.11
131.025663,0.0641,0.0353,-0.0794,0.11
131.040545,0.0424,0.0284,-0.0801,0.09
131.052396,0.0073,0.0169,-0.0239,0.03
131.052606,0.0230,0.0145,0.0329,0.04
131.063645,-0.0271,-0.0210,0.0276,0.04
131.076063,-0.0266,0.0065,0.0571,0.06
131.091294,-0.0204,-0.0091,0.0483,0.05
131.091462,-0.0242,-0.0051,0.0425,0.05
131.102131,-0.0084,-0.0093,0.0087,0.02
131.112202,-0.0081,-0.0173,-0.0232,0.03
131.123689,0.0158,0.0141,-0.0088,0.02
131.138482,-0.0075,-0.0008,-0.0132,0.02
131.151443,-0.0042,-0.0022,0.0055,0.01
131.162521,0.0087,0.0152,0.0259,0.03
131.173239,-0.0107,0.0010,0.0310,0.03
131.184965,0.0067,-0.0099,0.0268,0.03
131.198752,0.0156,0.0077,0.0029,0.02
131.198938,-0.0163,-0.0074,-0.0264,0.03
131.210034,0.0415,0.0227,0.0117,0.05
131.222711,-0.0118,-0.0023,-0.0153,0.02
131.223209,-0.0047,-0.0033,0.0037,0.01
131.237177,0.0066,0.0162,0.0319,0.04
131.253638,-0.0348,-0.0280,-0.0059,0.05
131.253991,-0.0062,0.0102,0.0558,0.06
131.265429,-0.0131,-0.0401,-0.0028,0.04
131.275473,-0.0017,-0.0190,0.0086,0.02
131.285944,0.0040,-0.0077,-0.0024,0.01
131.296405,0.0187,-0.0131,-0.0095,0.02
131.309586,0.0126,0.0064,0.0101,0.02
131.322561,-0.0062,0.0081,0.0000,0.01
131.335530,-0.0066,-0.0059,0.0054,0.01
131.347805,-0.0086,-0.0082,0.0207,0.02
131.347950,-0.0199,-0.0108,0.0128,0.03
131.360759,-0.0091,-0.0101,0.0050,0.01
131.372806,-0.0033,-0.0005,-0.0036,0.00
131.387022,-0.0052,-0.0228,-0.0251,0.03
131.387325,0.0014,-0.0082,0.0088,0.01
131.398561,0.0119,-0.0043,-0.0126,0.02
131.409009,-0.0370,0.0118,0.0038,0.04
131.415258,0.0051,0.0147,0.0241,0.03
131.423596,-0.0238,-0.0097,0.0217,0.03
131.436950,-0.0192,-0.0059,0.0191,0.03
131.449617,-0.0239,-0.0169,-0.0039,0.03
131.462401,0.0060,-0.0019,0.0075,0.01
131.462588,-0.0002,-0.0089,-0.0131,0.02
131.475204,0.0112,0.0139,0.0011,0.02
131.486375,0.0105,0.0032,-0.0237,0.03
131.492729,0.0058,0.0151,-0.0026,0.02
131.511421,0.0039,-0.0057,0.0105,0.01
131.521066,-0.0117,-0.0030,0.0147,0.02
131.527773,0.0009,0.0127,0.0179,0.02
131.537553,-0.0104,-0.0229,0.0144,0.03
131.549292,0.0210,-0.0275,0.0130,0.04
131.556378,0.0108,-0.0311,-0.0150,0.04
131.572929,0.0153,-0.0025,-0.0030,0.02
131.575353,0.0069,0.0031,0.0036,0.01
131.588257,0.0113,-0.0022,0.0198,0.02
131.594430,-0.0086,0.0043,0.0195,0.02
131.603888,-0.0241,0.0094,0.0126,0.03
131.613022,-0.0036,-0.0036,0.0178,0.02
131.628642,0.0060,-0.0356,0.0063,0.04
131.632632,0.0104,-0.0277,-0.0139,0.03
131.643581,0.0065,-0.0199,-0.0396,0.04
131.651784,0.0104,0.0120,-0.0268,0.03
131.661566,0.0271,-0.0049,-0.0205,0.03
131.681528,-0.0192,-0.0069,-0.0125,0.02
131.694584,-0.0241,0.0156,0.0201,0.04
131.699233,-0.0412,-0.0161,0.0022,0.04
131.710345,-0.0370,-0.0208,0.0088,0.04
131.718400,-0.0200,-0.0279,-0.0143,0.04
131.727875,-0.0277,0.0002,-0.0138,0.03
131.737689,-0.0139,-0.0322,-0.0284,0.05
131.746551,0.0135,-0.0157,0.0050,0.02
131.767631,-0.0308,-0.0387,-0.0310,0.06
131.767745,-0.0165,0.0317,0.0097,0.04
131.775491,-0.0331,-0.0009,0.0103,0.03
131.785059,-0.0226,0.0116,0.0491,0.06
131.794745,-0.0344,-0.0251,0.0426,0.06
131.803834,-0.0334,-0.0019,0.0351,0.05
131.814077,-0.0236,-0.0291,-0.0024,0.04
131.828481,0.0193,0.0041,-0.0002,0.02
131.843076,0.0199,-0.0071,-0.0424,0.05
131.843288,0.0335,0.0269,-0.0310,0.05
131.855077,0.0416,0.0220,-0.0274,0.05
131.867940,0.0404,0.0152,-0.0033,0.04
131.879472,0.0431,-0.0020,0.0008,0.04
131.890658,0.0377,0.0081,-0.0069,0.04
131.903661,0.0556,0.0147,0.0060,0.06
131.915788,0.0453,-0.0116,0.0031,0.05
131.928703,0.0428,-0.0059,-0.0118,0.04
131.928851,0.0213,0.0015,-0.0250,0.03
131.942042,0.0228,0.0077,-0.0237,0.03
131.953673,0.0122,0.0041,-0.0021,0.01
131.964329,0.0016,-0.0079,-0.0108,0.01
131.978376,-0.0103,-0.0162,-0.0000,0.02
131.978581,-0.0137,-0.0384,0.0026,0.04
131.990299,-0.0013,-0.0257,0.0310,0.04
132.002302,-0.0236,-0.0395,-0.0021,0.05
132.003374,-0.0238,-0.0216,-0.0024,0.03
132.017650,-0.0255,-0.0138,0.0008,0.03
132.022719,-0.0341,-0.0068,0.0161,0.04
132.036753,-0.0480,-0.0152,0.0268,0.06
132.041768,-0.0449,-0.0164,0.0152,0.05
132.060505,-0.0480,-0.0197,0.0163,0.05
132.073339,-0.0073,-0.0412,0.0051,0.04
132.084065,-0.0072,-0.0370,-0.0210,0.04
132.088929,0.0045,-0.0284,-0.0469,0.06
132.098493,0.0235,0.0046,-0.0104,0.03
132.109592,0.0108,0.0020,-0.0139,0.02
132.117675,0.0065,0.0322,0.0234,0.04
132.127036,-0.0071,0.0041,-0.0026,0.01
132.144929,0.0119,0.0129,0.0202,0.03
132.146074,0.0066,0.0027,0.0094,0.01
132.156717,0.0231,-0.0107,-0.0131,0.03
132.170203,0.0278,-0.0176,-0.0231,0.04
132.174969,0.0442,-0.0050,-0.0421,0.06
132.184337,0.0195,0.0099,-0.0340,0.04
132.193702,0.0249,0.0152,-0.0249,0.04
132.214332,0.0104,0.0160,-0.0095,0.02
132.214458,-0.0036,0.0234,0.0044,0.02
132.226128,-0.0041,0.0124,0.0108,0.02
132.232174,0.0131,0.0067,0.0210,0.03
132.241909,0.0220,-0.0139,-0.0054,0.03
132.253749,0.0231,-0.0110,-0.0088,0.03
132.266381,0.0466,-0.0258,-0.0394,0.07
132.277433,0.0140,-0.0085,-0.0189,0.02
132.290932,0.0124,-0.0087,-0.0044,0.02
132.304185,-0.0296,-0.0142,0.0364,0.05
132.308277,-0.0464,-0.0028,0.0480,0.07
132.317855,-0.0405,-0.0170,0.0307,0.05
132.336021,-0.0023,-0.0197,0.0163,0.03
132.336126,0.0004,-0.0176,-0.0213,0.03
132.349644,0.0454,0.0022,-0.0226,0.05
132.357214,0.0341,0.0012,-0.0256,0.04
132.365730,0.0528,0.0228,-0.0021,0.06
132.376772,-0.0042,0.0149,-0.0036,0.02
132.386305,0.0016,0.0242,0.0156,0.03
132.396726,-0.0284,0.0033,0.0170,0.03
132.409792,-0.0168,0.0078,0.0315,0.04
132.424362,-0.0164,-0.0173,0.0101,0.03
132.424749,0.0106,-0.0029,0.0017,0.01
132.433662,0.0190,0.0070,-0.0260,0.03
132.447844,0.0146,0.0173,-0.0293,0.04
132.464987,0.0102,0.0182,0.0136,0.02
132.469942,-0.0197,0.0140,0.0217,0.03
132.480448,-0.0147,0.0092,0.0405,0.04
132.489012,-0.0305,-0.0057,0.0218,0.04
132.498310,-0.0366,0.0058,0.0187,0.04
132.507622,-0.0355,-0.0158,-0.0018,0.04
132.523201,0.0074,-0.0103,0.0016,0.01
132.527206,-0.0163,-0.0104,-0.0184,0.03
132.538946,0.0013,0.0164,0.0024,0.02
132.545920,-0.0156,0.0131,0.0153,0.03
132.555461,-0.0202,0.0311,0.0297,0.05
132.564243,-0.0557,0.0072,0.0222,0.06
132.574453,-0.0222,-0.0049,0.0465,0.05
132.588382,-0.0323,-0.0176,0.0282,0.05
132.593270,-0.0269,-0.0008,0.0091,0.03
132.604624,-0.0045,-0.0091,-0.0195,0.02
132.611906,0.0079,0.0023,-0.0108,0.01
132.622172,0.0094,0.0077,0.0095,0.02
132.631786,0.0013,0.0064,0.0245,0.03
132.645641,0.0146,0.0077,0.0269,0.03
132.661372,-0.0171,0.0169,0.0129,0.03
132.669875,-0.0108,-0.0063,0.0111,0.02
132.679389,0.0097,0.0040,-0.0001,0.01
132.688665,-0.0060,0.0088,-0.0280,0.03
132.698124,0.0296,0.0157,-0.0120,0.04
132.708638,0.0357,0.0122,-0.0172,0.04
132.721931,0.0095,0.0284,-0.0307,0.04
132.737518,0.0052,0.0260,-0.0229,0.04
132.737647,0.0234,0.0204,0.0185,0.04
132.748383,-0.0068,-0.0057,0.0259,0.03
132.760765,-0.0076,-0.0171,0.0188,0.03
132.773906,-0.0176,-0.0104,-0.0103,0.02
132.774262,-0.0174,0.0101,-0.0097,0.02
132.787406,-0.0294,-0.0141,-0.0190,0.04
132.793811,0.0075,-0.0191,0.0115,0.02
132.803254,-0.0334,-0.0193,0.0044,0.04
132.813449,-0.0153,0.0294,0.0405,0.05
132.823054,-0.0404,-0.0105,0.0216,0.05
132.843954,0.0072,-0.0119,0.0387,0.04
132.844060,-0.0336,-0.0375,-0.0134,0.05
132.852763,0.0002,-0.0041,0.0068,0.01
132.875876,0.0136,0.0023,0.0119,0.02
132.879152,-0.0129,-0.0068,-0.0225,0.03
132.888652,0.0129,0.0237,-0.0053,0.03
132.902530,-0.0130,0.0313,-0.0055,0.03
132.907547,0.0103,0.0185,0.0088,0.02
132.918388,0.0090,-0.0083,-0.0115,0.02
132.926005,0.0312,0.0076,-0.0134,0.03
132.936331,0.0123,0.0086,-0.0413,0.04
132.945921,0.0493,0.0154,-0.0340,0.06
132.954786,0.0316,-0.0015,-0.0551,0.06
132.963796,0.0371,0.0126,-0.0319,0.05
132.976548,0.0051,0.0063,-0.0198,0.02
132.991448,0.0143,0.0163,0.0180,0.03
132.993408,-0.0265,-0.0103,0.0035,0.03
133.003018,-0.0102,-0.0192,0.0182,0.03
133.012615,-0.0105,-0.0328,0.0135,0.04
133.026378,-0.0078,-0.0296,0.0158,0.03
133.035910,-0.0148,-0.0295,0.0000,0.03
133.046102,0.0039,-0.0233,-0.0037,0.02
133.061409,-0.0194,-0.0132,0.0168,0.03
133.069350,-0.0195,-0.0098,0.0354,0.04
133.078383,-0.0262,-0.0122,0.0335,0.04
133.095774,-0.0117,-0.0109,0.0252,0.03
133.098261,0.0092,-0.0137,0.0073,0.02
133.111492,0.0077,0.0006,-0.0176,0.02
133.116281,0.0175,0.0049,-0.0358,0.04
133.128609,0.0352,0.0079,-0.0257,0.04
133.137030,0.0267,0.0100,-0.0249,0.04
133.153235,0.0106,0.0171,-0.0185,0.03
133.154682,0.0162,0.0068,-0.0135,0.02
133.166225,0.0037,0.0008,-0.0118,0.01
133.177413,0.0076,-0.0045,-0.0133,0.02
133.186070,0.0103,-0.0137,-0.0118,0.02
133.195767,0.0340,-0.0039,-0.0127,0.04
133.208637,0.0080,-0.0022,-0.0281,0.03
133.222051,0.0235,-0.0021,-0.0272,0.04
133.222238,0.0062,-0.0033,-0.0139,0.02
133.234711,-0.0035,-0.0042,-0.0009,0.01
133.247274,-0.0287,-0.0232,0.0135,0.04
133.259146,0.0000,-0.0294,0.0224,0.04
133.270560,-0.0370,-0.0320,0.0201,0.05
133.282802,-0.0134,-0.0263,0.0058,0.03
133.297952,0.0013,-0.0141,-0.0043,0.01
133.298282,-0.0257,-0.0056,-0.0020,0.03
133.308988,0.0076,0.0111,0.0183,0.02
133.319940,-0.0320,-0.0080,0.0063,0.03
133.331294,-0.0040,-0.0007,0.0121,0.01
133.343239,-0.0191,-0.0258,0.0032,0.03
133.356731,0.0142,-0.0033,0.0097,0.02
133.357033,-0.0051,-0.0094,-0.0095,0.01
133.367968,0.0269,0.0100,-0.0167,0.03
133.382061,0.0104,0.0056,-0.0233,0.03
133.395079,0.0245,0.0175,-0.0066,0.03
133.395282,0.0016,-0.0091,-0.0010,0.01
133.406847,0.0217,0.0055,0.0049,0.02
133.418456,-0.0129,-0.0054,-0.0100,0.02
133.432004,0.0096,-0.0156,-0.0168,0.02
133.440486,0.0312,0.0053,-0.0138,0.03
133.450389,0.0022,-0.0111,-0.0348,0.04
133.460015,0.0519,0.0233,0.0098,0.06
133.477351,0.0071,-0.0098,-0.0073,0.01
133.478913,0.0264,0.0081,-0.0015,0.03
133.489422,0.0044,-0.0231,-0.0184,0.03
133.497821,0.0159,-0.0086,0.0017,0.02
133.507696,-0.0053,-0.0382,0.0036,0.04
133.518413,0.0058,-0.0228,0.0167,0.03
133.526437,-0.0222,-0.0216,-0.0005,0.03
133.540728,-0.0093,0.0183,0.0120,0.02
133.544596,-0.0166,-0.0052,0.0058,0.02
133.555777,0.0071,0.0034,0.0182,0.02
133.564027,-0.0129,-0.0106,-0.0014,0.02
133.575021,0.0126,0.0113,0.0031,0.02
133.582965,0.0004,-0.0107,-0.0090,0.01
133.600811,0.0307,-0.0055,-0.0083,0.03
133.602180,-0.0070,-0.0206,-0.0326,0.04
133.614387,0.0106,0.0078,-0.0100,0.02
133.623992,-0.0203,0.0022,0.0173,0.03
133.643814,-0.0441,-0.0061,0.0197,0.05
133.650114,-0.0251,0.0005,0.0087,0.03
133.663559,-0.0263,-0.0101,-0.0025,0.03
133.668390,0.0009,-0.0179,-0.0070,0.02
133.680330,0.0128,-0.0286,-0.0129,0.03
