# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-27 18:37:14.916
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
122.712159,0.0034,-0.0448,0.0158,0.05
122.712286,-0.0492,-0.0609,0.0651,0.10
122.721629,-0.0813,-0.0257,0.1056,0.14
122.731791,-0.0572,-0.0201,0.1213,0.14
122.745008,-0.0265,-0.0710,0.0946,0.12
122.759990,0.0245,-0.0669,0.0611,0.09
122.760167,0.0220,-0.0209,-0.0348,0.05
122.770739,0.0234,0.0637,-0.1236,0.14
122.781654,0.0595,0.0970,-0.1551,0.19
122.793910,0.0740,0.0469,-0.1176,0.15
122.807154,0.0197,0.0244,-0.0005,0.03
122.818596,-0.0195,0.0211,0.0321,0.04
122.831231,0.0306,-0.0109,0.1082,0.11
122.831752,0.0373,-0.0777,0.0997,0.13
122.843090,0.0004,-0.0652,0.0184,0.07
122.854605,0.0125,0.0033,-0.0285,0.03
122.868572,0.0237,0.0160,-0.0209,0.04
122.880909,-0.0074,-0.0160,-0.0093,0.02
122.881118,-0.0224,-0.0231,-0.0371,0.05
122.893168,-0.0508,-0.0026,-0.0549,0.07
122.906027,-0.0246,0.0347,0.0150,0.05
122.918306,0.0043,-0.0021,0.0748,0.07
122.918503,0.0048,-0.0458,0.0700,0.08
122.932120,0.0179,-0.0194,0.0514,0.06
122.942824,0.0349,0.0290,0.0490,0.07
122.957237,0.0593,-0.0040,-0.0351,0.07
122.964731,0.0659,0.0132,-0.1351,0.15
122.975050,0.0343,0.0965,-0.1864,0.21
122.993942,0.0010,0.1285,-0.1070,0.17
122.994050,-0.0139,0.0467,0.0214,0.05
123.005509,-0.0414,-0.0328,0.1072,0.12
123.016952,-0.0703,-0.0413,0.1235,0.15
123.023382,-0.0732,-0.0281,0.1550,0.17
123.035405,-0.0023,-0.0459,0.1827,0.19
123.045241,0.0289,-0.0846,0.1103,0.14
123.055179,-0.0051,-0.0600,-0.0544,0.08
123.068887,-0.0208,-0.0207,-0.1681,0.17
123.082234,0.0170,-0.0009,-0.1168,0.12
123.082455,0.0103,-0.0440,-0.0431,0.06
123.092968,-0.0043,-0.0324,0.0183,0.04
123.105654,-0.0518,0.0265,0.0622,0.09
123.118282,-0.0894,0.0454,0.1155,0.15
123.118362,-0.0318,0.0171,0.1819,0.19
123.130437,0.0314,-0.0164,0.0742,0.08
123.142433,0.0112,0.0259,-0.1358,0.14
123.154534,0.0605,0.1032,-0.2291,0.26
123.165607,0.1191,0.0711,-0.1813,0.23
123.179366,-0.0128,0.0289,-0.1686,0.17
123.194571,-0.0668,0.0413,-0.1325,0.15
123.194774,-0.0202,0.0026,0.0965,0.10
123.207958,-0.0259,-0.0656,0.2862,0.29
123.221915,-0.1569,-0.0837,0.2079,0.27
123.222009,-0.1780,0.0162,0.0454,0.18
123.242596,-0.0823,0.0645,-0.0127,0.11
123.242735,-0.0350,-0.0288,-0.0091,0.05
123.250756,-0.0099,-0.1018,-0.0126,0.10
123.263883,0.0038,-0.0582,-0.0523,0.08
123.270108,-0.0582,0.0292,-0.0387,0.08
123.281269,-0.0507,0.0151,0.0532,0.07
123.288921,0.0483,-0.0612,0.0852,0.12
123.298594,0.0656,-0.0166,-0.0073,0.07
123.309791,-0.0186,0.0984,-0.0940,0.14
123.322839,0.0407,0.1071,-0.0067,0.11
123.336254,0.1577,0.0198,0.0769,0.18
123.348030,0.0120,0.0469,-0.2325,0.24
123.361127,0.1332,0.0877,-0.2169,0.27
123.375235,0.2402,0.0289,-0.0398,0.25
123.375361,0.1431,-0.0461,0.0372,0.15
123.385390,0.0537,-0.0119,-0.0177,0.06
123.396025,0.0429,0.0820,-0.0615,0.11
123.408360,0.0366,0.0637,0.0025,0.07
123.421425,0.0783,-0.0663,0.0926,0.14
123.421567,0.0715,-0.1113,0.0602,0.15
123.434572,-0.1126,-0.0527,-0.0741,0.14
123.446548,-0.1489,0.0181,-0.0472,0.16
123.458409,-0.0021,-0.0312,0.0814,0.09
123.470599,-0.0612,-0.1292,0.0703,0.16
123.470727,-0.1678,-0.1061,0.0433,0.20
123.482961,-0.1091,-0.0346,0.1019,0.15
123.496790,-0.0605,0.0056,0.1924,0.20
123.508220,-0.0923,-0.0098,0.1500,0.18
123.508319,-0.1004,-0.0462,-0.0397,0.12
123.521014,-0.0352,0.0099,-0.1197,0.13
123.533078,0.0085,0.0671,-0.0499,0.08
123.546717,-0.0177,-0.0011,0.0280,0.03
123.547032,-0.0521,-0.0647,0.0138,0.08
123.557716,-0.0335,0.0027,-0.0025,0.03
123.570132,-0.0014,0.0797,0.0538,0.10
123.582571,0.0497,0.0354,0.1098,0.13
123.594261,0.0778,-0.0557,0.0552,0.11
123.607268,0.0243,0.1008,-0.0851,0.13
123.620491,0.0321,0.1236,-0.0825,0.15
123.631862,0.0583,0.0497,-0.0687,0.10
123.632044,0.0435,0.0118,-0.0453,0.06
123.643447,-0.0136,0.0320,0.0006,0.03
123.656086,-0.0068,0.0357,0.0782,0.09
123.667689,0.0551,-0.0252,0.0830,0.10
123.681415,0.0581,-0.0778,-0.0015,0.10
123.681793,0.0721,-0.0376,-0.0875,0.12
123.696427,0.1002,0.0427,-0.0959,0.15
123.697562,0.0520,0.0598,-0.0735,0.11
123.712277,0.0116,0.0193,-0.0451,0.05
123.726049,-0.0538,0.0239,0.0801,0.10
123.736347,-0.1068,-0.0250,0.1291,0.17
123.745344,-0.0373,-0.0997,0.1235,0.16
123.759707,-0.0169,-0.0880,0.0408,0.10
123.764258,-0.0607,-0.0197,-0.0494,0.08
123.773871,0.0065,0.0006,-0.0625,0.06
123.788446,0.0648,-0.0161,-0.0254,0.07
123.797511,-0.0560,-0.0151,-0.0247,0.06
123.806919,-0.1435,0.0121,-0.0304,0.15
123.817569,-0.0827,0.0187,0.0447,0.10
123.831498,-0.0549,-0.0051,0.1490,0.16
123.831657,-0.0820,-0.0493,0.1387,0.17
123.844328,-0.0690,-0.0715,0.0370,0.11
123.858129,-0.0276,-0.0211,-0.0584,0.07
123.870982,0.0132,0.0212,-0.1119,0.11
123.871112,0.0379,0.0249,-0.1377,0.14
123.882029,0.0803,0.0508,-0.1259,0.16
123.894465,0.0814,0.1058,-0.0512,0.14
123.909233,0.0067,0.0679,0.0066,0.07
123.909462,-0.0191,-0.0125,0.0309,0.04
123.921218,0.0037,-0.0347,0.0087,0.04
123.936279,-0.0153,-0.0128,-0.0239,0.03
123.936455,0.0532,0.0248,0.0205,0.06
123.956127,-0.0392,0.0203,-0.0123,0.05
123.964658,-0.0505,0.0772,-0.0584,0.11
123.974070,-0.0221,0.0448,-0.0604,0.08
123.988091,0.0062,-0.0134,-0.0138,0.02
123.997922,0.0302,-0.0440,0.0364,0.06
124.007579,0.0131,-0.0172,0.0691,0.07
124.018400,0.0145,0.0382,0.0815,0.09
124.032021,0.0087,0.0140,0.0072,0.02
124.032213,0.0281,-0.0345,-0.0847,0.10
124.044835,0.0932,0.0168,-0.0718,0.12
124.058147,0.0878,0.0551,-0.0183,0.11
124.069313,0.0209,0.0042,0.0263,0.03
124.069476,0.0245,-0.0556,0.0398,0.07
124.082190,-0.0061,-0.0591,0.0231,0.06
124.095957,-0.0541,-0.0224,0.0146,0.06
124.107696,-0.0117,-0.0265,0.0243,0.04
124.107996,0.0088,-0.0650,0.0300,0.07
124.120084,-0.0215,-0.0426,0.0290,0.06
124.131502,-0.0589,0.0057,0.0311,0.07
124.143653,-0.0573,0.0110,0.0119,0.06
124.155757,-0.0488,-0.0043,-0.0135,0.05
124.172105,-0.0282,-0.0388,0.0018,0.05
124.185534,-0.0353,0.0014,0.0404,0.05
124.185783,-0.0518,0.0126,0.0232,0.06
124.195157,-0.0189,-0.0032,-0.0077,0.02
124.206363,0.0177,-0.0022,-0.0211,0.03
124.217701,-0.0217,0.0244,-0.0243,0.04
124.233558,-0.0344,0.0419,-0.0151,0.06
124.233790,0.0127,0.0196,0.0027,0.02
124.245366,0.0300,-0.0088,-0.0161,0.04
124.256629,-0.0235,-0.0051,-0.0589,0.06
124.267318,-0.0181,0.0460,-0.0261,0.06
124.280324,0.0022,0.0533,0.0014,0.05
124.280580,-0.0177,0.0084,-0.0051,0.02
124.293967,-0.0000,-0.0419,-0.0050,0.04
124.307200,0.0293,-0.0423,0.0180,0.05
124.307311,0.0195,-0.0005,0.0446,0.05
124.326543,0.0174,-0.0297,-0.0792,0.09
124.337791,0.0127,0.0339,-0.0842,0.09
124.344675,0.0046,0.0759,-0.0085,0.08
124.354317,0.0311,0.0424,0.0561,0.08
124.363501,0.0153,-0.0096,0.0039,0.02
124.373462,-0.0224,0.0070,-0.0460,0.05
124.382754,0.0100,0.0406,0.0263,0.05
124.395768,0.0505,0.0122,0.0941,0.11
124.409240,0.0282,-0.0335,0.0238,0.05
124.421043,0.0217,-0.0337,-0.0992,0.11
124.421232,0.0295,0.0191,-0.0908,0.10
124.431484,0.0043,0.0363,-0.0055,0.04
124.442671,-0.0140,-0.0064,0.0306,0.03
124.456764,-0.0123,-0.0235,0.0012,0.03
124.471580,-0.0195,0.0137,0.0074,0.02
124.471709,-0.0050,0.0428,0.1053,0.11
124.483536,0.0090,0.0087,0.1363,0.14
124.493998,-0.0097,-0.0041,0.0022,0.01
124.505498,-0.0117,0.0306,-0.1246,0.13
124.519377,0.0354,0.0339,-0.0945,0.11
124.519553,0.0676,-0.0105,-0.0048,0.07
124.532756,0.0063,-0.0566,-0.0183,0.06
124.545803,-0.0338,-0.0415,-0.0507,0.07
124.555174,-0.0344,-0.0354,0.1376,0.15
124.565937,-0.0615,-0.0512,0.1442,0.16
124.580467,-0.0740,-0.0178,0.0516,0.09
124.592376,-0.0619,0.0314,-0.0016,0.07
124.592535,-0.0320,0.0149,0.0201,0.04
124.604714,-0.0163,-0.0301,0.0210,0.04
124.616735,-0.0167,-0.0233,-0.0615,0.07
124.629315,0.0137,0.0138,-0.1090,0.11
124.641952,0.0648,0.0213,-0.0353,0.08
124.642176,0.0765,0.0063,0.0326,0.08
124.654943,0.0303,0.0281,-0.0034,0.04
124.666337,-0.0009,0.0610,-0.0605,0.09
124.678319,0.0382,0.0489,-0.0216,0.07
124.678521,0.0580,-0.0220,0.0349,0.07
124.690436,0.0348,-0.0594,0.0223,0.07
124.703971,0.0319,-0.0147,-0.0336,0.05
124.716325,0.0299,0.0277,-0.0528,0.07
124.716571,0.0191,0.0162,-0.0193,0.03
124.727632,0.0164,-0.0016,0.0013,0.02
124.742669,-0.0131,0.0173,-0.0162,0.03
124.758621,-0.0242,0.0492,0.0029,0.05
124.758779,-0.0157,0.0079,0.0581,0.06
124.771017,-0.0306,-0.0669,0.0862,0.11
124.780729,-0.0391,-0.0706,0.0636,0.10
124.790106,-0.0237,-0.0350,0.0149,0.04
124.802587,0.0024,-0.0413,-0.0098,0.04
124.816086,0.0504,0.0079,-0.0286,0.06
124.830485,0.0009,0.1006,-0.0788,0.13
124.830766,0.0119,0.1395,-0.0668,0.16
124.841090,0.0485,0.0648,-0.0142,0.08
124.852985,0.0406,0.0016,0.0251,0.05
124.869039,0.0097,0.0029,0.0148,0.02
124.869132,0.0137,-0.0054,0.0109,0.02
124.881214,0.0399,-0.0459,0.0261,0.07
124.891096,0.0173,-0.0879,-0.0074,0.09
124.901681,-0.0120,-0.0561,-0.0597,0.08
124.916643,-0.0266,0.0222,-0.0707,0.08
124.916814,-0.0513,0.0255,-0.0132,0.06
124.928236,-0.0743,-0.0282,0.0795,0.11
124.940614,-0.1135,-0.0226,0.1151,0.16
124.953305,-0.1781,0.0376,0.0768,0.20
124.964566,-0.0279,-0.0505,0.1037,0.12
124.977050,0.0399,-0.1057,0.0495,0.12
124.993598,0.0287,-0.0361,-0.0868,0.10
124.993806,0.0662,0.0598,-0.1597,0.18
125.003670,0.1366,0.0979,-0.1316,0.21
125.014084,0.0553,0.0753,-0.1282,0.16
125.026643,-0.0070,0.0862,-0.1007,0.13
125.039517,-0.0033,0.1136,0.0052,0.11
125.039811,-0.0790,0.0377,0.1010,0.13
125.053987,-0.0986,-0.0664,0.1876,0.22
125.065050,-0.0836,-0.1188,0.1472,0.21
125.075597,-0.1304,-0.0691,0.0284,0.15
125.086990,-0.0936,0.0024,-0.0093,0.09
125.087190,0.0036,-0.0600,0.0123,0.06
125.100354,0.0276,-0.0938,0.0142,0.10
125.115381,-0.0317,-0.0195,-0.0684,0.08
125.127689,-0.0228,0.0720,-0.0383,0.08
125.138272,0.0137,0.0193,0.0536,0.06
125.149864,0.0220,-0.0268,0.0709,0.08
125.160836,0.1130,0.0247,0.0716,0.14
125.173776,0.1672,0.0799,0.0299,0.19
125.173955,0.1807,0.0591,-0.0525,0.20
125.189206,0.2590,0.0679,-0.1208,0.29
125.200568,0.2377,0.0948,-0.2402,0.35
125.210914,0.1997,0.1606,-0.2439,0.35
125.211094,0.2378,0.1583,-0.1234,0.31
125.222694,0.1974,0.0489,-0.0322,0.21
125.234825,0.1019,0.0085,-0.0222,0.10
125.248129,0.0056,0.0059,-0.0430,0.04
125.248643,-0.0434,-0.0155,0.0472,0.07
125.264147,-0.0592,-0.0850,0.1772,0.21
125.277602,-0.1111,-0.1625,0.1987,0.28
125.277834,-0.1561,-0.1510,0.1417,0.26
125.289740,-0.1862,-0.1111,0.0828,0.23
125.300233,-0.1711,-0.1074,0.0952,0.22
125.310694,-0.1736,-0.1417,0.0865,0.24
125.318063,-0.1913,-0.1244,0.0147,0.23
125.327950,-0.1626,-0.0390,0.0107,0.17
125.346424,-0.1038,0.0064,0.0798,0.13
125.346593,-0.0701,-0.0309,0.0934,0.12
125.365226,-0.0336,0.0023,-0.0506,0.06
125.371950,0.0016,0.0801,-0.0313,0.09
125.381469,0.0427,0.0845,-0.0199,0.10
125.391254,0.0704,0.0663,-0.0862,0.13
125.406141,0.0714,0.1019,-0.1431,0.19
125.410410,0.0774,0.1311,-0.1132,0.19
125.420689,0.0739,0.0835,-0.0595,0.13
125.431227,0.0494,0.0212,-0.0628,0.08
125.440570,0.0097,0.0098,-0.0895,0.09
125.453644,0.0015,0.0077,-0.0394,0.04
125.466835,0.0299,-0.0183,0.0853,0.09
125.467050,-0.0034,-0.0715,0.0851,0.11
125.488125,-0.0201,0.0134,-0.0286,0.04
125.496022,-0.0023,0.0296,0.0228,0.04
125.505686,-0.0174,-0.0117,0.0368,0.04
125.517098,0.0232,-0.0118,0.0109,0.03
125.529776,0.0304,0.0330,-0.0061,0.05
125.542262,0.0314,0.0399,0.0228,0.06
125.553035,0.0987,0.0038,0.0574,0.11
125.553203,0.0864,-0.0141,-0.0055,0.09
125.563743,0.0119,0.0297,-0.0728,0.08
125.575265,0.0535,0.0691,0.0052,0.09
125.589166,0.0655,-0.0091,0.0620,0.09
125.601911,0.0333,-0.0434,0.0509,0.07
125.602043,-0.0005,-0.0179,-0.0362,0.04
125.614314,-0.0272,0.0182,-0.0725,0.08
125.627218,0.0224,0.0335,0.0577,0.07
125.638205,0.0016,-0.0686,0.0866,0.11
125.650304,-0.0224,-0.1112,0.0413,0.12
125.650467,-0.0028,-0.0208,0.0196,0.03
125.666802,-0.0502,0.0139,-0.0046,0.05
125.680794,-0.0290,-0.0133,0.0391,0.05
125.680981,0.0249,-0.0333,0.0544,0.07
125.692142,-0.0520,-0.0177,-0.0049,0.06
125.702328,-0.0722,0.0585,0.0095,0.09
125.712613,0.0159,0.0528,0.0332,0.06
125.725881,0.0061,-0.0177,-0.0289,0.03
125.739750,0.0368,0.0331,-0.1105,0.12
125.752880,0.0175,0.0649,-0.0435,0.08
125.753061,0.0372,0.0576,0.0458,0.08
125.764173,0.0054,-0.0046,0.0036,0.01
125.778849,-0.0255,0.0291,-0.0193,0.04
125.800481,-0.0199,0.0762,0.0367,0.09
125.811701,-0.0312,-0.0435,-0.0584,0.08
125.821186,-0.0242,-0.0153,-0.0943,0.10
125.839896,0.0422,-0.0454,-0.0017,0.06
125.852723,-0.0130,-0.0344,-0.0108,0.04
125.857563,-0.0167,0.0103,0.0139,0.02
125.869769,-0.0156,0.0045,0.0761,0.08
125.876161,-0.0216,-0.0149,0.1012,0.10
125.885970,-0.0237,-0.0122,0.0511,0.06
125.895445,-0.0118,0.0119,-0.0017,0.02
125.904801,0.0065,0.0203,-0.0108,0.02
125.926008,0.0246,0.0101,-0.0257,0.04
125.926161,0.0202,0.0146,-0.0903,0.09
125.934068,0.0439,0.0593,-0.1050,0.13
125.943702,0.0713,0.0459,-0.0374,0.09
125.957263,0.0731,-0.0081,0.0417,0.08
125.967436,0.0289,-0.0072,0.0442,0.05
125.977164,-0.0344,0.0336,-0.0021,0.05
125.988589,-0.0243,0.0170,0.0198,0.04
126.003878,0.0306,-0.0626,0.0621,0.09
126.004001,0.0128,-0.0820,0.0321,0.09
126.017057,-0.0424,-0.0042,-0.0288,0.05
126.029643,-0.0296,0.0387,-0.0131,0.05
126.039963,-0.0080,-0.0686,0.0424,0.08
126.053361,-0.0406,-0.0157,-0.0117,0.05
126.066746,-0.0221,0.0353,-0.0131,0.04
126.066883,0.0361,0.0095,0.0489,0.06
126.077244,0.0366,-0.0509,0.0338,0.07
126.088051,-0.0084,-0.0206,-0.0558,0.06
126.101682,-0.0133,0.0749,-0.0681,0.10
126.115197,0.0042,0.0645,0.0068,0.06
126.115399,0.0374,-0.0272,0.0537,0.07
126.127546,0.0048,-0.0411,-0.0179,0.05
126.141478,-0.0616,0.0557,-0.0845,0.12
126.151810,-0.0461,0.1025,-0.0083,0.11
126.162371,0.0010,0.0142,0.0744,0.08
126.162579,-0.0224,-0.0617,0.0112,0.07
126.175507,-0.0628,-0.0140,-0.0836,0.11
126.189426,-0.0377,0.0455,-0.0385,0.07
126.200815,0.0145,-0.0029,0.0678,0.07
126.201005,-0.0015,-0.0809,0.0446,0.09
126.211569,-0.0511,-0.0613,-0.0614,0.10
126.225054,-0.0476,0.0173,-0.0359,0.06
126.237241,-0.0028,0.0157,0.0852,0.09
126.249051,-0.0036,-0.0514,0.0818,0.10
126.262281,-0.0245,0.0522,-0.0912,0.11
126.275102,0.0305,0.0757,0.0245,0.09
126.287666,0.0535,0.0000,0.0672,0.09
126.287897,0.0196,-0.0356,-0.0686,0.08
126.298812,0.0191,0.0245,-0.1568,0.16
126.312790,0.0709,0.0627,-0.0517,0.11
126.323889,0.0860,0.0163,0.0584,0.11
126.330553,0.0262,-0.0281,-0.0046,0.04
126.340226,-0.0112,0.0071,-0.0782,0.08
126.352115,0.0035,0.0382,0.0047,0.04
126.361750,-0.0049,-0.0070,0.1095,0.11
126.361825,-0.0413,-0.0562,0.0526,0.09
126.371840,-0.0685,-0.0369,-0.0632,0.10
126.385841,-0.0340,-0.0020,-0.0283,0.04
126.399825,-0.0187,-0.0608,0.0576,0.09
126.409321,-0.0481,-0.0216,-0.0557,0.08
126.419546,-0.0075,0.0224,-0.0428,0.05
126.427915,0.0365,0.0023,0.0611,0.07
126.439161,-0.0039,-0.0149,0.0621,0.06
126.449633,-0.0566,0.0206,-0.0472,0.08
126.459344,-0.0301,0.0548,-0.0641,0.09
126.470544,0.0255,0.0254,0.0182,0.04
126.485608,-0.0043,-0.0145,0.0227,0.03
126.485750,-0.0371,0.0168,-0.0565,0.07
126.499297,-0.0057,0.0575,-0.0622,0.08
126.512238,0.0362,0.0428,0.0157,0.06
126.523580,0.0161,0.0262,0.0398,0.05
126.523735,-0.0293,0.0606,-0.0317,0.07
126.534729,-0.0204,0.1040,-0.0544,0.12
126.548322,0.0173,0.0706,-0.0135,0.07
126.561587,0.0296,-0.0074,-0.0125,0.03
126.561955,0.0193,-0.0274,-0.0663,0.07
126.572691,0.0341,-0.0161,-0.0584,0.07
126.584947,0.0788,-0.0575,0.0160,0.10
126.598143,0.0659,-0.1191,0.0445,0.14
126.611809,0.0047,-0.1065,-0.0046,0.11
126.612002,-0.0321,-0.0308,-0.0036,0.04
126.623494,-0.0299,0.0028,0.0783,0.08
126.635510,-0.0675,-0.0209,0.1111,0.13
126.646966,-0.1078,-0.0128,0.0605,0.12
126.659159,-0.0980,0.0213,0.0318,0.11
126.670260,0.0264,-0.0852,0.0174,0.09
126.683488,0.0436,-0.1096,-0.0771,0.14
126.697994,0.0700,-0.0473,-0.1052,0.13
126.698224,0.0854,0.0134,-0.0461,0.10
126.709781,0.0485,0.0190,-0.0090,0.05
126.721694,-0.0126,0.0312,-0.0163,0.04
126.733509,-0.0674,0.0739,0.0203,0.10
126.733772,-0.0791,0.1051,0.1138,0.17
126.744934,-0.0900,0.0712,0.1355,0.18
126.758238,-0.0794,0.0115,0.0543,0.10
126.769988,-0.0193,-0.0125,-0.0303,0.04
126.782430,0.0633,0.0012,-0.0718,0.10
126.782637,0.1077,0.0126,-0.1270,0.17
126.794825,0.1167,0.0131,-0.1724,0.21
126.806969,0.1065,0.0203,-0.1132,0.16
126.823940,0.0582,0.0440,0.0152,0.07
126.824374,-0.0420,0.0806,0.0954,0.13
126.840869,-0.1111,0.1054,0.1084,0.19
126.841041,-0.1118,0.1099,0.1203,0.20
126.856208,-0.0571,0.0890,0.0541,0.12
126.868764,-0.0059,0.0946,-0.0883,0.13
126.875355,0.0850,0.0891,-0.1745,0.21
126.885546,0.1890,0.0412,-0.1602,0.25
126.894901,0.2109,-0.0236,-0.1446,0.26
126.904692,0.1642,-0.0567,-0.1709,0.24
126.913819,0.0966,-0.0696,-0.1177,0.17
126.922801,0.0264,-0.0901,0.0607,0.11
126.936204,-0.0627,-0.0943,0.2085,0.24
126.948482,-0.1627,-0.0582,0.2134,0.27
126.954332,-0.1895,-0.0195,0.1729,0.26
126.962182,-0.1352,-0.0488,0.1589,0.21
126.971555,-0.0961,-0.1147,0.1054,0.18
126.981071,-0.0825,-0.1302,-0.0151,0.15
126.994568,-0.0152,-0.0848,-0.1006,0.13
127.007601,0.0618,-0.0573,-0.0968,0.13
127.019112,0.0856,-0.0491,-0.0580,0.11
127.027770,0.0286,0.0060,-0.0589,0.07
127.037878,-0.0163,0.0735,0.0149,0.08
127.047198,-0.0437,0.1097,0.1298,0.18
127.057237,-0.0642,0.1050,0.1580,0.20
127.067449,-0.0565,0.0876,0.0736,0.13
127.080854,-0.0155,0.0496,-0.0452,0.07
127.095664,0.0415,0.0206,-0.1171,0.13
127.095867,0.0752,0.0067,-0.1593,0.18
127.106381,0.0980,0.0076,-0.1702,0.20
127.118414,0.1077,0.0095,-0.1298,0.17
127.131064,0.1064,0.0031,-0.0398,0.11
127.143155,0.0573,-0.0166,0.0435,0.07
127.143247,-0.0033,-0.0182,0.0867,0.09
127.155203,-0.0646,-0.0212,0.0998,0.12
127.167545,-0.0950,-0.0163,0.1122,0.15
127.179791,-0.0946,0.0021,0.1095,0.14
127.193322,-0.0428,0.0283,-0.0271,0.06
127.205308,0.0099,0.0305,-0.0738,0.08
127.218345,0.0511,0.0320,-0.0891,0.11
127.218517,0.0754,0.0539,-0.0805,0.12
127.228606,0.0782,0.0418,-0.0558,0.10
127.239742,0.0844,-0.0003,-0.0040,0.08
127.252300,0.0762,-0.0160,0.0451,0.09
127.266787,0.0309,-0.0026,0.0371,0.05
127.267004,-0.0139,-0.0021,0.0158,0.02
127.278726,-0.0140,-0.0161,0.0365,0.04
127.291958,-0.0357,-0.0348,0.0640,0.08
127.303241,-0.0662,-0.0172,0.0509,0.09
127.303569,-0.0749,0.0022,0.0174,0.08
127.314723,-0.0401,0.0075,0.0290,0.05
127.326933,-0.0172,0.0088,0.0638,0.07
127.340977,-0.0017,0.0224,0.0408,0.05
127.348194,0.0043,0.0456,-0.0219,0.05
127.357085,0.0407,0.0715,-0.0297,0.09
127.370179,0.0634,0.0534,-0.0051,0.08
127.380856,0.0525,0.0178,-0.1096,0.12
127.390812,0.0520,0.0210,-0.1042,0.12
127.401509,0.0648,0.0038,-0.0048,0.07
127.413890,0.0354,-0.0314,0.0369,0.06
127.427302,-0.0273,-0.0411,0.0069,0.05
127.440984,-0.0431,-0.0131,0.0193,0.05
127.461599,-0.0771,-0.0822,0.0377,0.12
127.465465,-0.0625,-0.0618,-0.0220,0.09
127.474799,-0.0295,-0.0428,0.0070,0.05
127.487448,-0.0041,-0.0601,0.0219,0.06
127.500016,-0.0056,-0.0625,-0.0429,0.08
127.503516,-0.0016,0.0085,-0.0713,0.07
127.515558,0.0118,0.0850,-0.0019,0.09
127.522810,0.0143,0.1002,0.0505,0.11
127.533266,-0.0039,0.0878,0.0030,0.09
127.543166,-0.0087,0.1021,-0.0463,0.11
127.551649,0.0190,0.1135,-0.0183,0.12
127.574131,0.0521,0.0715,-0.0117,0.09
127.574302,0.0596,0.0064,-0.0890,0.11
127.590554,0.0884,0.0246,-0.1152,0.15
127.598784,0.0667,0.0108,-0.0476,0.08
127.608380,0.0364,-0.0208,-0.0060,0.04
127.624952,-0.0134,-0.0127,0.0237,0.03
127.627257,-0.0531,0.0024,0.0894,0.10
127.638902,-0.0635,-0.0425,0.1397,0.16
127.646273,-0.0639,-0.0939,0.1131,0.16
127.656940,-0.0633,-0.0817,0.0440,0.11
127.665509,-0.0394,-0.0441,0.0146,0.06
127.675060,-0.0010,-0.0400,0.0084,0.04
127.688311,0.0209,-0.0230,-0.0193,0.04
127.697995,0.0058,0.0353,-0.0556,0.07
127.706428,-0.0010,0.0984,-0.0333,0.10
127.716193,0.0147,0.1157,0.0164,0.12
127.722481,0.0142,0.1064,0.0339,0.11
127.731913,0.0073,0.1116,0.0199,0.11
127.741549,0.0253,0.1093,-0.0100,0.11
127.754179,0.0619,0.0658,-0.0556,0.11
127.767192,0.0879,0.0092,-0.1018,0.13
127.780267,0.0466,-0.0153,-0.0937,0.11
127.791636,0.0068,-0.0303,-0.0230,0.04
127.798559,-0.0462,-0.0559,0.0627,0.10
127.808052,-0.0893,-0.0530,0.1388,0.17
127.822306,-0.1298,-0.0470,0.1692,0.22
127.826415,-0.1378,-0.0738,0.1447,0.21
127.838113,-0.0932,-0.0875,0.0989,0.16
127.846044,-0.0580,-0.0654,0.0202,0.09
127.855477,-0.0293,-0.0313,-0.0559,0.07
127.867432,0.0349,-0.0283,-0.0925,0.10
127.875203,0.0802,-0.0145,-0.0834,0.12
127.886884,0.0500,0.0336,-0.0608,0.09
127.893798,0.0096,0.0705,-0.0330,0.08
127.903050,0.0171,0.0775,0.0251,0.08
127.914046,0.0121,0.0774,0.0703,0.11
127.922782,-0.0114,0.0926,0.0671,0.11
127.933008,-0.0044,0.0853,-0.0080,0.09
127.945144,0.0301,0.0662,-0.0846,0.11
127.957710,0.0476,0.0454,-0.1165,0.13
127.970795,0.0575,0.0192,-0.1111,0.13
127.970958,0.0615,0.0004,-0.0944,0.11
127.984149,0.0333,-0.0086,-0.0644,0.07
127.994474,0.0075,-0.0288,0.0157,0.03
128.006372,-0.0062,-0.0612,0.1093,0.13
128.019348,-0.0511,-0.0740,0.1235,0.15
128.035297,-0.0572,-0.0730,0.0499,0.11
128.047307,-0.0142,-0.0640,0.0666,0.09
128.047625,-0.0404,-0.0369,0.0198,0.06
128.057655,-0.0577,-0.0008,-0.0561,0.08
128.070717,0.0100,0.0210,-0.0512,0.06
128.083826,0.0399,0.0203,0.0025,0.04
128.084009,0.0318,0.0076,0.0082,0.03
128.098112,0.0365,-0.0078,-0.0345,0.05
128.111752,0.0524,0.0237,-0.0309,0.07
128.112272,0.0323,0.0627,0.0008,0.07
128.131709,0.0080,0.0301,-0.0090,0.03
128.131894,0.0232,-0.0064,-0.0207,0.03
128.145367,0.0079,0.0124,-0.0145,0.02
128.152448,-0.0326,0.0285,0.0021,0.04
128.161541,-0.0338,-0.0044,0.0246,0.04
128.181155,-0.0472,-0.0257,0.0120,0.06
128.188891,-0.0311,-0.0225,0.0192,0.04
128.205569,0.0184,-0.0347,0.0357,0.05
